S.no,Gender Name,Category Name,Color Name,SKU,Product Description,Base Price,Shipping Weight,Tax Rate %
62,Male,Sleeveless T-Shirt | MS36,Grey Melange,MRnSl-Gm-3XL,Male Sleeveless T-Shirt | MS36 Grey Melange 3XL,160,240,5
63,Male,Sleeveless T-Shirt | MS36,Lavender,MRnSl-Lv-XL,Male Sleeveless T-Shirt | MS36 Lavender XL,140,200,5
64,Male,V Neck T-Shirt | UV34,Red,MVnHs-Rd-S,Male V Neck T-Shirt | UV34 Red S,160,240,5
65,Male,Standard Crew T-Shirt | US21,Black,MStRnHs-Bk-XL,Male Standard Crew T-Shirt | US21 Black XL,140,240,5
66,Male,Full Sleeve T-Shirt,Navy Blue,MRnFs-Nb-3XL,Male Full Sleeve T-Shirt Navy Blue 3XL,230,350,5
67,Male,Full Sleeve T-Shirt,Navy Blue,MRnFs-Nb-M,Male Full Sleeve T-Shirt Navy Blue M,190,340,5
68,Male,Raglan T-Shirt | UR37,Black White,MRgFs-BkWh-S,Male Raglan T-Shirt | UR37 Black White S,220,270,5
69,Male,Sleeveless T-Shirt | MS36,Lavender,MRnSl-Lv-M,Male Sleeveless T-Shirt | MS36 Lavender M,140,190,5
70,Male,Full Sleeve T-Shirt,White,MRnFs-Wh-XL,Male Full Sleeve T-Shirt White XL,190,340,5
71,Male,V Neck T-Shirt | UV34,White,MVnHs-Wh-3XL,Male V Neck T-Shirt | UV34 White 3XL,180,270,5
72,Male,Full Sleeve T-Shirt,Royal Blue,MRnFs-Rb-L,Male Full Sleeve T-Shirt Royal Blue L,190,340,5
73,Male,Sleeveless T-Shirt | MS36,Black,MRnSl-Bk-S,Male Sleeveless T-Shirt | MS36 Black S,140,190,5
74,Male,Sleeveless T-Shirt | MS36,White,MRnSl-Wh-3XL,Male Sleeveless T-Shirt | MS36 White 3XL,160,240,5
75,Male,Sleeveless T-Shirt | MS36,Maroon,MRnSl-Mn-XXL,Male Sleeveless T-Shirt | MS36 Maroon XXL,140,200,5
76,Male,V Neck T-Shirt | UV34,Royal Blue,MVnHs-Rb-S,Male V Neck T-Shirt | UV34 Royal Blue S,160,240,5
77,Male,Standard Crew T-Shirt | US21,Black,MStRnHs-Bk-S,Male Standard Crew T-Shirt | US21 Black S,140,240,5
78,Male,Full Sleeve T-Shirt,Black,MRnFs-Bk-L,Male Full Sleeve T-Shirt Black L,190,340,5
79,Male,Full Sleeve T-Shirt,Maroon,MRnFs-Mn-XXL,Male Full Sleeve T-Shirt Maroon XXL,190,340,5
80,Male,Sleeveless T-Shirt | MS36,Olive Green,MRnSl-OG-M,Male Sleeveless T-Shirt | MS36 Olive Green M,140,190,5
81,Male,Full Sleeve T-Shirt,White,MRnFs-Wh-S,Male Full Sleeve T-Shirt White S,190,340,5
82,Male,Full Sleeve T-Shirt,Bottle Green,MRnFs-Gn-XL,Male Full Sleeve T-Shirt Bottle Green XL,190,340,5
83,Male,Sleeveless T-Shirt | MS36,White,MRnSl-Wh-S,Male Sleeveless T-Shirt | MS36 White S,140,190,5
84,Male,Sleeveless T-Shirt | MS36,Charcoal Melange,MRnSl-Cm-XL,Male Sleeveless T-Shirt | MS36 Charcoal Melange XL,140,200,5
85,Male,V Neck T-Shirt | UV34,Grey Melange,MVnHs-Gm-S,Male V Neck T-Shirt | UV34 Grey Melange S,160,240,5
86,Male,Standard Crew T-Shirt | US21,White,MStRnHs-Wh-L,Male Standard Crew T-Shirt | US21 White L,140,240,5
87,Male,Full Sleeve T-Shirt,Bottle Green,MRnFs-Gn-XXL,Male Full Sleeve T-Shirt Bottle Green XXL,190,340,5
88,Male,Sleeveless T-Shirt | MS36,Maroon,MRnSl-Mn-M,Male Sleeveless T-Shirt | MS36 Maroon M,140,190,5
89,Male,Sleeveless T-Shirt | MS36,Maroon,MRnSl-Mn-4XL,Male Sleeveless T-Shirt | MS36 Maroon 4XL,180,260,5
90,Male,V Neck T-Shirt | UV34,White,MVnHs-Wh-M,Male V Neck T-Shirt | UV34 White M,160,240,5
91,Male,V Neck T-Shirt | UV34,Royal Blue,MVnHs-Rb-XXL,Male V Neck T-Shirt | UV34 Royal Blue XXL,160,240,5
92,Male,Raglan T-Shirt | UR37,Black White,MRgFs-BkWh-XL,Male Raglan T-Shirt | UR37 Black White XL,220,275,5
93,Male,Sleeveless T-Shirt | MS36,Navy Blue,MRnSl-Nb-XXL,Male Sleeveless T-Shirt | MS36 Navy Blue XXL,140,200,5
94,Male,V Neck T-Shirt | UV34,Navy Blue,MVnHs-Nb-S,Male V Neck T-Shirt | UV34 Navy Blue S,160,240,5
95,Male,Full Sleeve T-Shirt,Black,MRnFs-Bk-XXL,Male Full Sleeve T-Shirt Black XXL,190,340,5
96,Male,Sleeveless T-Shirt | MS36,Charcoal Melange,MRnSl-Cm-M,Male Sleeveless T-Shirt | MS36 Charcoal Melange M,140,190,5
97,Male,Sleeveless T-Shirt | MS36,Navy Blue,MRnSl-Nb-4XL,Male Sleeveless T-Shirt | MS36 Navy Blue 4XL,180,260,5
98,Male,V Neck T-Shirt | UV34,Red,MVnHs-Rd-XL,Male V Neck T-Shirt | UV34 Red XL,160,240,5
99,Male,V Neck T-Shirt | UV34,Black,MVnHs-Bk-XXL,Male V Neck T-Shirt | UV34 Black XXL,160,240,5
100,Male,Full Sleeve T-Shirt,Bottle Green,MRnFs-Gn-S,Male Full Sleeve T-Shirt Bottle Green S,190,340,5
101,Male,V Neck T-Shirt | UV34,Black,MVnHs-Bk-S,Male V Neck T-Shirt | UV34 Black S,160,240,5
102,Male,Full Sleeve T-Shirt,Maroon,MRnFs-Mn-M,Male Full Sleeve T-Shirt Maroon M,190,340,5
103,Male,Sleeveless T-Shirt | MS36,Grey Melange,MRnSl-Gm-M,Male Sleeveless T-Shirt | MS36 Grey Melange M,140,190,5
104,Male,Sleeveless T-Shirt | MS36,Lavender,MRnSl-Lv-3XL,Male Sleeveless T-Shirt | MS36 Lavender 3XL,160,240,5
105,Male,V Neck T-Shirt | UV34,Navy Blue,MVnHs-Nb-XL,Male V Neck T-Shirt | UV34 Navy Blue XL,160,240,5
106,Male,Full Sleeve T-Shirt,Red,MRnFs-Rd-3XL,Male Full Sleeve T-Shirt Red 3XL,230,350,5
107,Male,Full Sleeve T-Shirt,Grey Melange,MRnFs-Gm-M,Male Full Sleeve T-Shirt Grey Melange M,190,340,5
108,Male,Raglan T-Shirt | UR37,Black Charcoal Melange,MRgFs-BkCm-L,Male Raglan T-Shirt | UR37 Black Charcoal Melange L,220,275,5
109,Male,Sleeveless T-Shirt | MS36,Black,MRnSl-Bk-XL,Male Sleeveless T-Shirt | MS36 Black XL,140,200,5
110,Male,V Neck T-Shirt | UV34,Royal Blue,MVnHs-Rb-3XL,Male V Neck T-Shirt | UV34 Royal Blue 3XL,180,270,5
111,Male,Full Sleeve T-Shirt,Red,MRnFs-Rd-L,Male Full Sleeve T-Shirt Red L,190,340,5
112,Male,Sleeveless T-Shirt | MS36,Navy Blue,MRnSl-Nb-M,Male Sleeveless T-Shirt | MS36 Navy Blue M,140,190,5
113,Male,Sleeveless T-Shirt | MS36,Charcoal Melange,MRnSl-Cm-3XL,Male Sleeveless T-Shirt | MS36 Charcoal Melange 3XL,160,240,5
114,Male,Sleeveless T-Shirt | MS36,Lavender,MRnSl-Lv-XXL,Male Sleeveless T-Shirt | MS36 Lavender XXL,140,200,5
115,Male,V Neck T-Shirt | UV34,Red,MVnHs-Rd-M,Male V Neck T-Shirt | UV34 Red M,160,240,5
116,Male,Standard Crew T-Shirt | US21,Black,MStRnHs-Bk-XXL,Male Standard Crew T-Shirt | US21 Black XXL,140,240,5
117,Male,Full Sleeve T-Shirt,Grey Melange,MRnFs-Gm-3XL,Male Full Sleeve T-Shirt Grey Melange 3XL,230,350,5
118,Male,Full Sleeve T-Shirt,Navy Blue,MRnFs-Nb-L,Male Full Sleeve T-Shirt Navy Blue L,190,340,5
119,Male,Raglan T-Shirt | UR37,Black White,MRgFs-BkWh-M,Male Raglan T-Shirt | UR37 Black White M,220,270,5
120,Male,Sleeveless T-Shirt | MS36,Lavender,MRnSl-Lv-L,Male Sleeveless T-Shirt | MS36 Lavender L,140,190,5
121,Male,V Neck T-Shirt | UV34,Black,MVnHs-Bk-3XL,Male V Neck T-Shirt | UV34 Black 3XL,180,270,5
122,Male,Full Sleeve T-Shirt,Royal Blue,MRnFs-Rb-XL,Male Full Sleeve T-Shirt Royal Blue XL,190,340,5
123,Male,Sleeveless T-Shirt | MS36,Black,MRnSl-Bk-M,Male Sleeveless T-Shirt | MS36 Black M,140,190,5
124,Male,Sleeveless T-Shirt | MS36,Black,MRnSl-Bk-3XL,Male Sleeveless T-Shirt | MS36 Black 3XL,160,240,5
125,Male,Sleeveless T-Shirt | MS36,Olive Green,MRnSl-OG-XL,Male Sleeveless T-Shirt | MS36 Olive Green XL,140,200,5
126,Male,V Neck T-Shirt | UV34,Royal Blue,MVnHs-Rb-M,Male V Neck T-Shirt | UV34 Royal Blue M,160,240,5
127,Male,Standard Crew T-Shirt | US21,Black,MStRnHs-Bk-M,Male Standard Crew T-Shirt | US21 Black M,140,240,5
128,Male,Full Sleeve T-Shirt,White,MRnFs-Wh-3XL,Male Full Sleeve T-Shirt White 3XL,230,350,5
129,Male,Full Sleeve T-Shirt,Black,MRnFs-Bk-XL,Male Full Sleeve T-Shirt Black XL,190,340,5
130,Male,Raglan T-Shirt | UR37,Black Charcoal Melange,MRgFs-BkCm-S,Male Raglan T-Shirt | UR37 Black Charcoal Melange S,220,270,5
131,Male,Sleeveless T-Shirt | MS36,Olive Green,MRnSl-OG-L,Male Sleeveless T-Shirt | MS36 Olive Green L,140,190,5
132,Male,Full Sleeve T-Shirt,White,MRnFs-Wh-M,Male Full Sleeve T-Shirt White M,190,340,5
133,Male,Full Sleeve T-Shirt,Royal Blue,MRnFs-Rb-S,Male Full Sleeve T-Shirt Royal Blue S,190,340,5
134,Male,Sleeveless T-Shirt | MS36,White,MRnSl-Wh-M,Male Sleeveless T-Shirt | MS36 White M,140,190,5
135,Male,Sleeveless T-Shirt | MS36,Charcoal Melange,MRnSl-Cm-XXL,Male Sleeveless T-Shirt | MS36 Charcoal Melange XXL,140,200,5
136,Male,V Neck T-Shirt | UV34,Grey Melange,MVnHs-Gm-M,Male V Neck T-Shirt | UV34 Grey Melange M,160,240,5
137,Male,Standard Crew T-Shirt | US21,White,MStRnHs-Wh-XL,Male Standard Crew T-Shirt | US21 White XL,140,240,5
138,Male,Full Sleeve T-Shirt,Black,MRnFs-Bk-S,Male Full Sleeve T-Shirt Black S,190,340,5
139,Male,Full Sleeve T-Shirt,Royal Blue,MRnFs-Rb-XXL,Male Full Sleeve T-Shirt Royal Blue XXL,190,340,5
140,Male,Sleeveless T-Shirt | MS36,Maroon,MRnSl-Mn-L,Male Sleeveless T-Shirt | MS36 Maroon L,140,190,5
141,Male,Sleeveless T-Shirt | MS36,Olive Green,MRnSl-OG-4XL,Male Sleeveless T-Shirt | MS36 Olive Green 4XL,180,260,5
142,Male,V Neck T-Shirt | UV34,White,MVnHs-Wh-L,Male V Neck T-Shirt | UV34 White L,160,240,5
143,Male,V Neck T-Shirt | UV34,Red,MVnHs-Rd-XXL,Male V Neck T-Shirt | UV34 Red XXL,160,240,5
144,Male,Raglan T-Shirt | UR37,White Black,MRgFs-WhBk-L,Male Raglan T-Shirt | UR37 White Black L,220,275,5
145,Male,Sleeveless T-Shirt | MS36,Grey Melange,MRnSl-Gm-XL,Male Sleeveless T-Shirt | MS36 Grey Melange XL,140,200,5
146,Male,V Neck T-Shirt | UV34,Navy Blue,MVnHs-Nb-M,Male V Neck T-Shirt | UV34 Navy Blue M,160,240,5
147,Male,Standard Crew T-Shirt | US21,White,MStRnHs-Wh-S,Male Standard Crew T-Shirt | US21 White S,140,240,5
148,Male,Full Sleeve T-Shirt,Navy Blue,MRnFs-Nb-XXL,Male Full Sleeve T-Shirt Navy Blue XXL,190,340,5
149,Male,Sleeveless T-Shirt | MS36,Charcoal Melange,MRnSl-Cm-L,Male Sleeveless T-Shirt | MS36 Charcoal Melange L,140,190,5
150,Male,Sleeveless T-Shirt | MS36,Grey Melange,MRnSl-Gm-4XL,Male Sleeveless T-Shirt | MS36 Grey Melange 4XL,180,260,5
151,Male,V Neck T-Shirt | UV34,White,MVnHs-Wh-XL,Male V Neck T-Shirt | UV34 White XL,160,240,5
152,Male,V Neck T-Shirt | UV34,Navy Blue,MVnHs-Nb-XXL,Male V Neck T-Shirt | UV34 Navy Blue XXL,160,240,5
153,Male,Full Sleeve T-Shirt,Bottle Green,MRnFs-Gn-M,Male Full Sleeve T-Shirt Bottle Green M,190,340,5
154,Male,V Neck T-Shirt | UV34,Black,MVnHs-Bk-M,Male V Neck T-Shirt | UV34 Black M,160,240,5
155,Male,Full Sleeve T-Shirt,Maroon,MRnFs-Mn-L,Male Full Sleeve T-Shirt Maroon L,190,340,5
156,Male,Sleeveless T-Shirt | MS36,Grey Melange,MRnSl-Gm-L,Male Sleeveless T-Shirt | MS36 Grey Melange L,140,190,5
157,Male,Sleeveless T-Shirt | MS36,White,MRnSl-Wh-4XL,Male Sleeveless T-Shirt | MS36 White 4XL,180,260,5
158,Male,V Neck T-Shirt | UV34,Grey Melange,MVnHs-Gm-XL,Male V Neck T-Shirt | UV34 Grey Melange XL,160,240,5
159,Male,Full Sleeve T-Shirt,Maroon,MRnFs-Mn-3XL,Male Full Sleeve T-Shirt Maroon 3XL,230,350,5
160,Male,Full Sleeve T-Shirt,Grey Melange,MRnFs-Gm-L,Male Full Sleeve T-Shirt Grey Melange L,190,340,5
161,Male,Raglan T-Shirt | UR37,Black Charcoal Melange,MRgFs-BkCm-XL,Male Raglan T-Shirt | UR37 Black Charcoal Melange XL,220,275,5
162,Male,Sleeveless T-Shirt | MS36,Black,MRnSl-Bk-XXL,Male Sleeveless T-Shirt | MS36 Black XXL,140,200,5
163,Male,Polo | MP25,Black,MPHs-Bk-XL,Male Polo | MP25 Black XL,280,335,5
164,Male,Polo | MP25,Black,MPHs-Bk-S,Male Polo | MP25 Black S,280,290,5
165,Male,Polo | MP25,Petrol Blue,MPHs-pb-XXL,Male Polo | MP25 Petrol Blue XXL,280,335,5
166,Male,Polo | MP25,White,MPHs-Wh-S,Male Polo | MP25 White S,280,290,5
167,Male,Polo | MP25,Purple,MPHs-Pu-M,Male Polo | MP25 Purple M,280,290,5
168,Male,Polo | MP25,Maroon,MPHs-Mn-XXL,Male Polo | MP25 Maroon XXL,280,335,5
169,Male,Polo | MP25,Maroon,MPHs-Mn-M,Male Polo | MP25 Maroon M,280,290,5
170,Male,Polo | MP25,Brick Red,MPHs-BRd-L,Male Polo | MP25 Brick Red L,280,290,5
171,Male,Polo | MP25,Navy Blue,MPHs-Nb-XXL,Male Polo | MP25 Navy Blue XXL,280,335,5
172,Male,Polo | MP25,Brick Red,MPHs-BRd-3XL,Male Polo | MP25 Brick Red 3XL,320,335,5
173,Male,Polo | MP25,Royal Blue,MPHs-Rb-M,Male Polo | MP25 Royal Blue M,280,290,5
174,Male,Polo | MP25,Petrol Blue,MPHs-pb-L,Male Polo | MP25 Petrol Blue L,280,290,5
175,Male,Polo | MP25,Purple,MPHs-Pu-3XL,Male Polo | MP25 Purple 3XL,320,335,5
176,Male,Polo | MP25,Petrol Blue,MPHs-pb-XL,Male Polo | MP25 Petrol Blue XL,280,335,5
177,Male,Polo | MP25,Grey Melange,MPHs-Gm-M,Male Polo | MP25 Grey Melange M,280,290,5
178,Male,Polo | MP25,Coffee Brown,MPHs-bn-L,Male Polo | MP25 Coffee Brown L,280,290,5
179,Male,Polo | MP25,Grey Melange,MPHs-Gm-3XL,Male Polo | MP25 Grey Melange 3XL,320,335,5
180,Male,Polo | MP25,Maroon,MPHs-Mn-XL,Male Polo | MP25 Maroon XL,280,335,5
181,Male,Polo | MP25,Navy Blue,MPHs-Nb-M,Male Polo | MP25 Navy Blue M,280,290,5
182,Male,Polo | MP25,White,MPHs-Wh-3XL,Male Polo | MP25 White 3XL,320,335,5
183,Male,Polo | MP25,Navy Blue,MPHs-Nb-XL,Male Polo | MP25 Navy Blue XL,280,335,5
184,Male,Polo | MP25,Black,MPHs-Bk-M,Male Polo | MP25 Black M,280,290,5
185,Male,Polo | MP25,Brick Red,MPHs-BRd-XXL,Male Polo | MP25 Brick Red XXL,280,335,5
186,Male,Polo | MP25,White,MPHs-Wh-M,Male Polo | MP25 White M,280,290,5
187,Male,Polo | MP25,Purple,MPHs-Pu-L,Male Polo | MP25 Purple L,280,290,5
188,Male,Polo | MP25,Mustard Yellow,MPHs-MYl-M,Male Polo | MP25 Mustard Yellow M,280,290,5
189,Male,Polo | MP25,Purple,MPHs-Pu-XXL,Male Polo | MP25 Purple XXL,280,335,5
190,Male,Polo | MP25,Maroon,MPHs-Mn-L,Male Polo | MP25 Maroon L,280,290,5
191,Male,Polo | MP25,Mustard Yellow,MPHs-MYl-S,Male Polo | MP25 Mustard Yellow S,280,290,5
192,Male,Polo | MP25,Grey Melange,MPHs-Gm-XXL,Male Polo | MP25 Grey Melange XXL,280,335,5
193,Male,Polo | MP25,Mustard Yellow,MPHs-MYl-3XL,Male Polo | MP25 Mustard Yellow 3XL,320,335,5
194,Male,Polo | MP25,Royal Blue,MPHs-Rb-L,Male Polo | MP25 Royal Blue L,280,290,5
195,Male,Polo | MP25,Brick Red,MPHs-BRd-S,Male Polo | MP25 Brick Red S,280,290,5
196,Male,Polo | MP25,Coffee Brown,MPHs-bn-3XL,Male Polo | MP25 Coffee Brown 3XL,320,335,5
197,Male,Polo | MP25,Brick Red,MPHs-BRd-XL,Male Polo | MP25 Brick Red XL,280,335,5
198,Male,Polo | MP25,Grey Melange,MPHs-Gm-L,Male Polo | MP25 Grey Melange L,280,290,5
199,Male,Polo | MP25,Petrol Blue,MPHs-pb-S,Male Polo | MP25 Petrol Blue S,280,290,5
200,Male,Polo | MP25,Royal Blue,MPHs-Rb-3XL,Male Polo | MP25 Royal Blue 3XL,320,335,5
201,Male,Polo | MP25,Purple,MPHs-Pu-XL,Male Polo | MP25 Purple XL,280,335,5
202,Male,Polo | MP25,Navy Blue,MPHs-Nb-L,Male Polo | MP25 Navy Blue L,280,290,5
203,Male,Polo | MP25,Black,MPHs-Bk-3XL,Male Polo | MP25 Black 3XL,320,335,5
204,Male,Polo | MP25,Grey Melange,MPHs-Gm-XL,Male Polo | MP25 Grey Melange XL,280,335,5
205,Male,Polo | MP25,Black,MPHs-Bk-L,Male Polo | MP25 Black L,280,290,5
206,Male,Polo | MP25,Mustard Yellow,MPHs-MYl-XXL,Male Polo | MP25 Mustard Yellow XXL,280,335,5
207,Male,Polo | MP25,White,MPHs-Wh-L,Male Polo | MP25 White L,280,290,5
208,Male,Polo | MP25,Coffee Brown,MPHs-bn-S,Male Polo | MP25 Coffee Brown S,280,290,5
209,Male,Polo | MP25,Mustard Yellow,MPHs-MYl-L,Male Polo | MP25 Mustard Yellow L,280,290,5
210,Male,Polo | MP25,Coffee Brown,MPHs-bn-XXL,Male Polo | MP25 Coffee Brown XXL,280,335,5
211,Male,Polo | MP25,White,MPHs-Wh-XL,Male Polo | MP25 White XL,280,335,5
212,Male,Polo | MP25,Purple,MPHs-Pu-S,Male Polo | MP25 Purple S,280,290,5
